page,name,kcal,carbs_g,fat_g,protein_g,fiber_g,suspect
62,"Leite em pó de soja -Sobee® 469,oo 58,8o",19.8,,,14.0,0.7,False
62,"Leite em pó de soja enriquecido 5o3,oo",55.4,25.0,6.1,14.0,,False
62,"Leite em pó desnatado-Glória® 361 ,00",54.0,1.0,,34.0,,False
62,Leite cm pó desnatado-Molico Nestlé®,360.0,52.9,1.0,34.9,0.0,False
62,Leite em pó integral -Ninho,499.0,45.3,26.0,21.0,,False
63,Leite em pó integral -Ninho Nestlé®,495.0,38.8,26.0,26.4,,False
63,Leite em pó integral (crianças maiores,499.0,45.3,2.6,,,False
63,Nestlé®,21.0,,,,,False
63,Leite em pó integral de cabra com,530.8,3.0,,26.92,,False
63,Leite em pó integral enriquecido,490.0,37.7,26.0,26.4,,False
63,Leite em pó integral enriquecido,494.0,38.0,26.0,27.0,,False
63,Leite em pó integral enriquecido com,615.0,38.0,26.0,27.0,,False
63,Leite em pó integral instantâneo,496.0,38.6,26.0,26.4,,False
63,Leite em pó modificado-Alsoy Ncstlé®,503.0,55.4,25.0,14.0,,False
63,Leite em pó modificado -Enfalac,490.0,54.9,24.7,14.5,,False
63,Leite cm pó modilicado-Nan I Nestlé®,509.0,57.9,25.8,11.4,,False
63,Leite em pó modificado-Nan 2 Nestlé®,482.0,56.8,21.2,15.9,,False
63,Leite em pó modificado -Nan HA 5 I,1.0,56.7,26.0,12.5,,False
63,Leite em pó modificado -Nestogeno I,445.0,60.8,14.5,17.8,,False
63,Leite em pó modificado-Nestogeno 2,478.0,51.4,21.5,19.7,,False
63,Leite em pó modificado -Pelargon,456.0,57.6,17.0,16.5,,False
64,Leite em pó modificado -Pregestimil® r,460.0,63.0,18.4,12.9,,False
64,Leite em pó modificado -Sobee Mead,469.0,58.8,19.8,14.0,0.7,False
64,Leite em pó sem i desnatado -Bônus,427.0,46.2,13.0,31.3,,False
64,"Leite em pó sem i desnatado 427.oo 46,2o",13.0,,,31.3,,False
64,"Leite fermentado gérmen de trigo,",101.0,17.6,1.5,4.3,,False
64,Leite fermentado papaya e laranja,95.0,16.2,1.5,4.1,,False
64,Leite gelificado chocolate -Nestlé®,128.2,22.36,2.82,,,False
64,Leite integral -Nescau Nestlé® I,2.0,16.4,0.1,2.1,,False
64,Leite integral com ferro (sulfato,61.0,6.1,1.8,4.05,,False
64,Leite integral em pó-PADRÃO,496.0,38.4,26.7,26.3,0.0,False
64,"Leite integral longa vida 3,5% de",61.4,4.67,3.32,3.3,0.0,False
64,Leite longa vida desnatado -Molico,36.0,5.3,0.1,3.6,,False
64,Leite longa vida desnatado-Parmalat®,36.94,4.9,0.5,3.18,0.1,False
64,Leite longa vida desnatado enriquecido,36.9,4.9,0.5,,,False
64,com vit A e E -Parmalat®,3.18,,,,,False
65,Leite longa vida desnatado light,32.5,4.8,0.1,3.1,,False
65,Leite longa vida integral -Cotochés®,55.0,4.8,3.1,3.3,,False
65,Leite longa vida integral-Elegê®,63.0,4.75,3.25,3.0,,False
65,Leite longa vida integral -Parmalat® I,60.4,4.8,3.2,3.1,,False
65,Leite longa vida integral com lactose,60.4,4.8,3.2,3.1,,False
65,Leite longa vida integral enriquecido,61.0,4.8,3.2,3.1,,False
65,"Leite longa vida integral enriquecido I 61 ,00",4.8,3.1,,3.4,,False
65,Leite longa vida magro -Long,51.2,4.9,2.0,3.4,,False
65,Leite longa vida semi desnatado,48.0,5.1,1.5,3.5,,False
65,Leite longa vida semi desnatado,40.6,4.8,1.0,3.1,,False
65,Leite longa vida sem i desnatado -Toda,50.7,5.0,1.9,3.4,,False
65,Leite longuinho magro morango,78.0,10.64,2.0,2.96,,False
65,Leite longuinho semi desnatado,84.4,14.77,1.1,3.18,,False
65,Leite Materno,69.6,6.9,4.39,1.04,0.0,False
65,Leite Nesquik chocolate alpino,85.0,14.0,2.4,1.9,,False
66,Leite Nesquik morango -Nestlé®,88.0,14.8,2.4,1.7,,False
66,Leite pasteurizado light -Paulista®,39.0,5.63,0.25,3.29,,False
66,Leite semi desnatado longa vida 2% de,49.7,4.81,1.93,3.34,0.0,False
66,"Leite tipo A 3,7% de gordura",64.2,4.66,3.67,3.29,0.0,False
66,"Leite tipo A pasteurizado-Bela Vista® 61, 70",4.7,3.4,,3.2,,False
66,"Leite tipo B 3,5% de gordura",61.4,4.67,3.32,3.3,0.0,False
66,Leite tipo B pasteurizado -Paulista®,62.0,4.6,3.5,3.2,,False
66,"Leite tipo C 3,0% de gordura",60.6,4.63,3.0,3.34,0.0,False
66,Leite tipo C pasteurizado -l'armalat®,60.6,4.63,3.0,3.34,,False
66,Leite tipo C pasteurizado -Paulista®,60.6,4.63,3.0,3.34,,False
66,Lentilha cozida (grãos),116.0,20.1,0.38,9.03,4.55,False
66,Lentilha enlatada -Bonduelle®,84.0,10.9,1.4,5.4,4.2,False
66,Lentilha seca,338.0,57.1,0.96,28.1,13.1,False
66,Licor,342.0,25.4,,,,False
66,Limão (suco),25.0,8.64,0.13,0.38,0.4,False
67,Limonada com açúcar,145.86,14.43,0.02,0.07,0.07,False
67,Limonada sem açúcar,5.0,1.73,0.01,0.08,0.08,False
67,Língua bovina (crua) 207' 1o,0.0,15.9,,16.0,0.0,False
67,Língua bovina crua e salgada,220.0,0.0,17.5,15.7,0.0,False
67,Linguado (cozido),117.0,0.0,1.54,24.2,0.0,False
67,Linguado (cru),91.0,0.0,1.2,18.8,0.0,False
67,Lingüiça de porco cozida,1369.0,1.04,31.2,19.7,0.0,True
67,Lingüiça de porco frita,383.64,1.01,33.14,19.17,0.0,False
67,Lombo de porco assado,181.3,1.67,11.91,16.14,0.19,False
67,Lula (cozida),138.0,3.75,4.7,18.81,0.0,False
67,Lula (crua),91.78,3.06,1.41,15.53,0.0,False
67,Lula ensopada recheada com camarão,150.66,2.39,9.93,12.7,0.41,False
67,Maçã (sem casca),57.0,14.8,0.31,0.15,1.9,False
67,Maçã vermelha,59.0,15.3,0.36,0.19,1.97,False
67,Macadâmia,702.0,13.7,73.7,8.31,5.31,False
68,Macarrão (cozido),141.0,28.3,0.67,4.78,1.5,False
68,Macarrão (cru),369.0,75.2,1.2,12.5,,False
68,Macarrão à bolonhesa,126.12,22.11,1.67,5.36,1.39,False
68,Macarrão à matriciana -Maggi®,139.6,26.88,,5.0,,False
68,Macarrão ao queijo -Maggi®,138.8,28.35,0.38,5.54,,False
68,Macarrão ao sugo,85.23,15.65,1.45,2.65,1.29,False
68,Macarrão carbonara -Maggi®,150.7,26.31,2.54,5.65,,False
68,Macarrão carne com ovos oriental,125.0,24.58,,3.31,,False
68,Macarrão carne sem ovos oriental,125.0,25.0,,3.0,,False
68,Macarrão champignon e ervas finas,140.0,28.46,0.77,4.81,,False
68,Macarrão de sêmola de grão duro,348.0,72.0,0.7,13.5,,False
68,"Macarrão espaguete com ovos 152,3o 3o,5o",1.81,,,3.5,,False
68,Macarrão galinha com ovo oriental,124.2,24.0,19.0,3.23,,False
68,Macarrão galinha sem ovos oriental,124.2,24.54,1.5,3.15,,False
68,Macarrão massa com ovos cozida,143.0,29.0,1.0,,,False
69,Macarrão massa com ovos cru,1.0,362.0,72.5,13.1,,False
69,Macarrão ninho -Premiata®,132.1,29.1,0.17,5.2,,False
69,Macarrão Nissin Miojo® cru (qualquer,1395.0,47.0,19.0,10.0,,True
69,Macarrão parafuso tricolor,121.8,27.7,0.09,4.1,,False
69,Macarrão queijo com ovos oriental,126.5,24.85,1.61,3.15,,False
69,Macarrão tomate com ovos oriental,127.6,25.04,1.61,3.27,,False
69,Macarrão tomate sem ovos oriental,1125.0,24.96,1.38,3.15,,True
69,Macis em pó,475.0,50.5,32.4,6.71,20.2,False
69,Maionese,1554.21,1.37,60.39,0.2891,,True
69,Maionese tradicional-Capriccio Cica®,727.0,3.0,79.0,1.0,,False
69,Maionese tradicional -Gourmet®,737.0,1.7,81.0,1.0,,False
69,Maionese tradicional -Hellmann's®,713.3,,0.33,1.33,,False
69,Maionese tradicional -Maionegg's®,707.1,1.43,77.86,1.43,,False
69,"Maizena -Nutre® (milho, aveia, arroz",360.0,,,5.8,,False
69,Maizena® -Refinações de Milho Brasil,354.0,88.2,,,,False
70,Malto Dextrina -Nidex®,379.0,23.7,,,,False
70,Mamão papaia,39.0,9.82,0.14,0.61,1.8,False
70,Maminha (crua),288.01,0.0,17.39,30.7,0.0,False
70,Mandioca,120.0,26.9,0.39,3.11,1.65,False
70,Mandioca gratinada,127.72,16.94,4.86,4.6,0.97,False
70,Mandioquinha I,4.0,24.9,0.2,0.8,0.6,False
70,Manga,65.0,17.0,0.27,0.51,2.77,False
70,Mangaba,43.0,10.5,0.3,0.7,0.8,False
70,Manjar branco com ameixa em calda,156.64,30.57,3.57,1.86,0.77,False
70,Manjar com calda de ameixa pronto,210.0,42.7,3.0,3.0,0.6,False
70,Manjar pronto -Royal®,109.3,19.87,2.53,3.0,,False
70,Manjericão fresco,27.0,4.35,0.61,2.54,2.52,False
70,Manjericão seco,251.0,61.0,3.98,14.4,17.7,False
70,"Manjerona seca 271 ,00",60.6,7.04,,12.7,18.1,False
71,Manjuba (crua),99.0,0.0,2.2,18.5,,False
71,Manjuba frita,177.5,0.0,12.2,18.5,,False
71,Manteiga com sal,717.0,0.1,81.1,0.9,0.0,False
71,Manteiga sem sal,717.0,0.06,81.1,0.85,0.0,False
71,Maracujá,97.0,23.4,0.7,2.21,10.4,False
71,"Margarina vegetal -Ooriana® ""light""",342.0,,30.0,,,False
71,Margarina vegetal com sal-Claybon®,740.0,,,0.1,,False
71,Margarina vegetal cremosa com sal,740.0,0.1,82.0,0.1,,False
71,Margarina vegetal cremosa sem sal,750.0,,,0.1,,False
71,Margarina vegetal culinária-Doriana®,750.0,,,0.1,,False
71,Margarina vegetal culinária com sal-,720.0,,83.0,,,False
71,Margarina vegetal líquida -Ooriana®,750.0,0.1,83.0,0.1,,False
71,Maria mole-Nutrimental®*,375.0,65.0,11.0,3.5,,False
71,Marmelada,249.0,64.1,0.1,0.5,0.9,False
71,Marmelo,63.0,16.3,0.3,0.6,2.2,False
72,Marrom glacê,249.0,64.1,0.1,0.5,0.9,False
72,Massa com ovos soltinho -Adria®,358.0,74.0,1.5,12.5,,False
72,Massa de lasanha com ovos,358.0,74.0,1.5,12.5,,False
72,Massa de sêmola vitaminada cozida,140.0,30.0,0.3,4.2,,False
72,Massa fresca para lasanha,284.0,61.0,0.9,8.6,,False
72,Massa fresca para talharim,285.0,61.4,0.5,8.8,,False
72,Me Chicken -Me Donald's®,257.8,20.95,15.05,10.1,,False
72,Me Fish -Me Donald's®,309.8,26.69,18.38,9.718,,False
72,Medalhão de filé mignon,264.23,0.06,17.64,24.95,0.0,False
72,Mel,304.0,82.4,0.0,0.3,0.2,False
72,Melancia,25.0,6.2,0.1,0.5,0.5,False
72,Melão,32.0,7.19,0.43,0.62,0.23,False
72,Melão cantaloupe,35.0,8.37,0.28,0.88,0.8,False
72,Merluza (cozida),108.8,0.0,0.9,23.64,0.0,False
72,Merluza (crua),87.0,0.0,0.72,18.9,0.0,False
73,Merluza defumada,116.0,0.0,0.96,25.2,0.0,False
73,Mexerica,44.0,11.2,0.19,0.63,1.5,False
73,Mexilhão (cru),86.0,3.7,2.25,11.9,0.0,False
73,Milharina -Quaker®,354.0,75.0,2.0,9.0,1.0,False
73,Milho para canjica seco,371.0,79.6,1.2,8.8,,False
73,Milho para pipoca-Yoki®,444.0,69.4,14.5,9.9,,False
73,Milho verde,129.0,27.8,0.8,3.3,1.5,False
73,Milho verde cozido (grão) I,8.0,25.0,,3.33,2.8,False
73,Milho verde cm conserva-Jurema® I,9.0,18.0,2.5,3.5,,False
73,Milkshakc baunilha -Me Donald's® I,15.5,18.38,3.37,3.37,,False
73,Milkshakc chocolate-Me Donald's®,128.3,20.59,3.49,3.62,,False
73,Milkshakc morango-Me Donald's®,125.4,20.86,3.33,3.33,,False
73,Mingau de aveia,95.08,12.8,3.31,3.82,0.55,False
73,Mini chicken -Turma da Mônica,293.5,14.5,19.5,15.0,,False
73,Mini kibe -Sadia®,200.4,,,10.0,,False
74,Miolo bovino (cru),128.27,0.0,9.63,10.4,0.0,False
74,Missô,206.0,28.0,6.08,,,False
74,I,1.8,5.41,2.61,14.26,0.92,False
74,Misto quente,288.9,2.0,,13.02,0.84,False
74,Molho à bolonhesa,86.79,5.8,4.31,6.89,,False
74,Molho ao curry -Maggi®,207.0,3.1,21.1,1.2,,False
74,Molho barbecue-Me Donald's®,156.0,37.8,1.6,0.9,,False
74,Molho branco I,28.5,,8.05,3.4,0.17,False
74,"Molho branco ""béarnaise"" -Maggi®",233.0,3.5,23.9,0.9,,False
74,"Molho branco à ""la cream""-Maggi® I",79.0,7.2,,1.7,,False
74,Molho branco bechamel -Maggi® I,45.0,5.0,,1.2,,False
74,Molho branco champignon -Maggi®,148.0,7.1,12.0,3.0,,False
74,Molho branco com queijo -Alfredo I,87.6,6.79,,4.09,,False
74,Molho branco gratin -Maggi® I,69.0,5.2,,2.5,,False
74,Molho chinês,36.79,9.59,0.06,0.27,0.25,False
75,Molho cremoso -Becel®,458.0,5.5,47.5,2.0,,False
75,Molho de soja -Sakura®,53.3,,,6.67,,False
75,Molho de tomate,39.47,5.27,2.08,0.93,1.16,False
75,Molho de tomate ao sugo -Cica®,70.0,10.0,2.7,1.4,,False
75,Molho de tomate bolonhesa -Cica®,88.0,10.0,3.3,4.6,,False
75,Molho de tomate calabresa -Maggi®,106.0,7.8,6.7,3.6,,False
75,Molho de tomate com carne,66.6,6.91,3.2,2.51,,False
75,"Molho de tomate com pedaços -Etti® 35, I O",6.8,0.6,,1.2,,False
75,M Pe o p l e h r o o n d e e M tom ag a g t i e ® c om pimentão,60.8,5.88,3.48,1.48,,False
75,Molho de tomate di bologna -Maggi®,58.0,5.3,2.9,2.7,,False
75,Molho de tomate ervas finas -Maggi®,61.4,6.0,3.48,1.48,,False
75,Molho de tomate matriciana -Maggi®,92.0,6.1,6.5,2.2,,False
75,Molho de tomate pizza-Cantina Cica®,35.0,7.7,1.0,1.0,,False
75,Molho de tomate pizza -Maggi®,76.5,6.0,,1.6,,False
75,Molho de tomate refogado peneirado,71.0,,8.6,1.08,,False
76,Molho de tomate refogado receita,64.3,6.6,3.71,1.08,,False
76,Molho de tomate refogado receita,35.1,6.8,0.6,1.2,,False
76,Molho de tomate spaguetti -Cica® I,54.0,9.5,1.1,1.6,,False
76,Molho de tomate tradicional,53.0,8.5,1.5,1.2,,False
76,Molho inglês,38.0,9.6,0.2,1.3,2.53,False
76,Molho madeira,83.67,4.89,6.17,0.94,0.19,False
76,Molho rosé -Gourmet®,463.0,6.0,48.0,0.7,,False
76,Molho tártaro -Gourmet®,525.0,0.6,56.0,2.2,,False
76,Molho vinagrete,100.06,4.8,9.59,0.38,0.5,False
76,Morango,30.0,7.03,0.37,0.61,1.53,False
76,Mortadela,312.0,0.8,29.43,12.2,0.0,False
76,Mostarda-Me Donald's®,233.0,27.3,12.0,1.66,,False
76,Mostarda folha (cozida),15.0,2.11,0.24,2.27,2.0,False
76,Mostarda folha (crua),26.0,4.91,0.2,2.71,2.0,False
77,Mostarda folha refogada,45.74,5.35,2.28,2.45,1.9,False
77,Mostarda molho industrializado I,75.0,6.4,4.6,4.7,2.7,False
77,Mucilon de arroz -Nestlé®,380.0,87.0,0.6,6.6,2.6,False
77,Mucilon de milho -Nestlé®,367.0,86.3,0.4,7.2,2.6,False
77,Mungunzá,100.0,19.6,1.7,2.2,0.2,False
77,Músculo (cozido),244.0,0.0,12.0,31.6,0.0,False
77,Müsli -Kellogg's®,375.0,77.5,5.0,10.0,7.5,False
77,Musse de chocolate,377.31,33.81,25.39,8.04,7.56,False
77,Musse de maracujá,198.57,0.0,7.7,,,False
77,I,4.37,0.08,0.04,,,False
77,Nabo (cozido),18.0,4.91,0.08,,,False
77,I,0.71,2.0,0.91,,,False
77,Nabo (cru),27.0,6.24,0.1,,,False
77,I,0.9,2.45,0.9,0.94,1.57,False
77,Nescau Syrup -Nestlé®,283.0,65.4,1.2,2.6,2.9,False
77,Nescau®,381.0,83.5,3.0,5.0,,False
77,Nesquik em pó chocolate Alpino,380.0,79.6,4.1,6.1,6.3,False
78,Nesquik em pó morango -Nestlé®,393.0,96.4,0.1,1.7,,False
78,Neston aveia -Nestlé®,375.0,76.9,2.2,11.8,,False
78,"Neston vitamina banana, maçã e",390.0,89.6,0.6,6.1,,False
78,"Neston vitamina banana, pêra e melão-",390.0,89.6,0.6,6.1,,False
78,Nhoque de batatas,185.85,34.0,,4.88,1.72,False
78,Nhoque de batatas com molho de,115.44,20.17,2.68,2.97,1.43,False
78,Nhoque de frango -Nestlé®,158.0,17.1,6.3,8.3,,False
78,Novomilk® em pó chocolate,1430.0,66.5,12.0,14.0,0.5,True
78,Novomilk® mamão e banana*,410.0,80.0,6.0,9.0,,False
78,Noz moscada,525.0,49.3,36.3,5.84,20.8,False
78,Nozes,1651.0,18.5,64.0,14.8,2.1,True
78,Nozes pecan sem casca,1667.0,18.2,67.6,7.76,4.64,True
78,Nugget frango- Me Donald's®,257.0,14.6,14.4,16.8,,False
78,Nutry banana-Nutrimental®,360.0,76.4,4.8,4.4,0.4,False
78,Nutry coco-Nutrimental®,444.0,64.4,17.6,6.4,2.8,False
79,Nutry frutas e castanha do Pará,400.0,77.2,8.4,5.2,1.2,False
79,Nutry salada de frutas- Nutrimental®,93.0,20.6,0.6,1.2,0.2,False
79,Óleo de canola -Purilev®,720.0,,100.0,,,False
79,Óleo de girassol,884.0,0.0,,0.0,0.0,False
79,Óleo de girassol -Becel®,900.0,,100.0,,,False
79,Óleo de milho,884.0,0.0,,0.0,0.0,False
79,Óleo de milho -Mazola®,900.0,,100.0,,,False
79,Óleo de soja,884.0,0.0,,0.0,0.0,False
79,Óleo de soja -Liza®,828.0,,92.0,,,False
79,Óleo de soja e oliva -Maria®,886.0,,100.0,,,False
79,Omelete simples,171.44,,15.0,11.72,0.0,False
79,Orégano fresco,66.0,9.7,2.0,2.2,,False
79,Orégano seco,306.0,64.4,,11.0,15.0,False
79,Ostm (cozida),137.0,,4.92,14.1,0.0,False
79,Ostra (crua),68.0,3.92,2.47,7.06,0.0,False
80,Nesquik em pó morango -Nestlé®,393.0,96.4,0.1,1.7,,False
80,Neston aveia -Nestlé®,375.0,76.9,2.2,11.8,,False
80,"Neston vitamina banana, maçã e",390.0,89.6,0.6,6.1,,False
80,"Neston vitamina banana, pêra e melão-",390.0,89.6,0.6,6.1,,False
80,Nhoque de batatas,185.85,34.0,,4.88,1.72,False
80,Nhoque de batatas com molho de,115.44,20.17,2.68,2.97,1.43,False
80,Nhoque de frango -Nestlé®,158.0,17.1,6.3,8.3,,False
80,Novomilk® em pó chocolate,1430.0,66.5,12.0,14.0,0.5,True
80,Novomilk® mamão e banana*,410.0,80.0,6.0,,,False
80,I,9.0,,,5.84,20.8,False
80,Nozes 65,1.0,18.5,64.0,14.8,2.1,False
80,Nozes pecan sem casca,667.0,18.2,67.6,7.76,4.64,False
80,Nugget frango- Me Donald's®,257.0,14.6,14.4,16.8,,False
80,Nutry banana-Nutrimental®,360.0,76.4,4.8,4.4,0.4,False
80,Nutry coco-Nutrimental®,444.0,64.4,17.6,,,False
81,Nutry frutas e castanha do Pará,400.0,77.2,8.4,5.2,1.2,False
81,Nutry salada de frutas- Nutrimental® I,93.0,20.6,0.6,1.2,0.2,False
81,Óleo de canola -Purilev®,720.0,,100.0,,,False
81,Óleo de girassol,884.0,0.0,,0.0,0.0,False
81,Óleo de girassol -8ecel®,900.0,,100.0,,,False
81,Óleo de milho,884.0,0.0,,0.0,0.0,False
81,Óleo de soja,884.0,0.0,,0.0,0.0,False
81,Óleo de soja -Liza®,828.0,,92.0,,,False
81,Óleo de soja e oliva -Maria®,886.0,,100.0,,,False
81,Omelete simples,171.44,1.15,12.97,11.72,0.0,False
81,Orégano fresco,66.0,9.7,2.0,2.2,,False
81,Orégano seco,306.0,64.4,,11.0,15.0,False
81,Ostra (cozida),137.0,7.83,4.92,14.1,0.0,False
81,Ostra (crua),68.0,3.92,2.47,7.06,0.0,False
82,"Ovo ""poché""",149.0,1.23,9.99,12.4,0.0,False
82,Ovo de codorna,158.0,0.41,11.1,13.1,0.0,False
82,Ovo de galinha inteiro,149.0,1.23,10.0,12.5,0.0,False
82,Ovo de pata inteiro,185.0,,0.46,12.8,0.0,False
82,Ovo frito,295.86,0.97,28.12,9.76,0.0,False
82,Ovomaltine® chocolate,391.8,77.3,3.8,12.1,,False
82,Paçoca-bar,418.0,70.5,14.1,7.4,1.0,False
82,Palmito em conserva,18.0,3.7,0.1,1.6,0.4,False
82,Pamonha,157.92,32.08,3.46,2.56,1.76,False
82,Panetone -Bauducco®,360.0,55.0,12.0,8.0,,False
82,Panetone -Village®,373.6,61.2,,7.0,,False
82,Panetone com gotas de chocolate,423.5,54.42,19.05,8.6,,False
82,Panqueca de carne moída,162.77,14.65,7.67,8.54,0.91,False
82,Pão caseiro,392.13,69.73,7.62,9.65,3.15,False
82,Pão de batata,241.35,36.57,7.59,,,False
82,1,6.79,2.68,0.56,,,False
83,Pão de centeio,357.36,64.71,6.24,10.29,5.79,False
83,Pão de forma Country -Pullman®,330.4,66.07,2.99,9.25,,False
83,Pão de forma diet -Wickbold®,278.0,54.6,0.91,12.89,,False
83,Pão de forma diet aveia -Pullman®,295.2,38.57,9.14,14.62,2.09,False
83,Pão de forma diet aveia -Wickbold®,244.0,46.0,0.8,12.2,3.5,False
83,Pão de forma diet libras de trigo,229.2,43.95,0.51,12.81,,False
83,Pão de forma diet trigo -Pullman®,244.0,46.0,0.5,12.2,3.5,False
83,Pão de forma diet trigo-Whily Bread®,164.9,32.0,13.0,8.3,,False
83,Pão de forma glúten -Wickbold®,225.0,39.5,1.0,15.5,,False
83,Pão de forma glúten libras diet bread,233.0,44.4,0.4,12.8,,False
83,Pão de forma light glútcn,225.0,42.0,2.0,14.5,,False
83,Pão de forma tradicional -Pullman®,339.4,68.81,3.03,9.63,,False
83,"Pão de mel 250, I I",53.4,7.0,2.35,4.83,1.29,False
83,"Pão de queijo 271, 17",36.07,10.91,2.93,8.54,0.27,False
83,Pão de queijo coquetel -Forno de,280.8,29.91,13.78,9.26,,False
84,l'ão de queijo lanche -Forno de Minas®,286.0,31.86,13.67,8.87,,False
84,l'ão de queijo preparado-Yoki®,345.5,49.37,15.0,5.48,0.32,False
84,Pão de queijo tradicional -Forno de,280.8,29.91,13.78,9.26,,False
84,Pão francês,285.6,56.8,2.55,9.42,2.8,False
84,Pão francês (só miolo),286.0,50.5,3.88,9.42,2.8,False
84,l'ão glúten libras -Wickhold®,233.0,44.4,0.4,12.8,,False
84,Pão hot dog-Pullman®,180.0,33.18,3.19,4.78,,False
84,l'ão italiano,271.0,50.0,3.5,8.8,3.1,False
84,!'apinha banana com aveia-Nestlé,90.9,20.58,0.32,0.58,,False
84,!'apinha carne com legumes-Nestlé,92.6,8.2,2.2,3.6,,False
84,"!'apinha carne, cenoura, batata c",67.3,8.2,2.2,3.73,,False
84,"!'apinha carne, hortaliças c cercais",72.7,6.6,3.07,4.6,,False
84,"Papinha carne, legumes e macarrão",76.0,8.27,2.8,4.4,,False
84,"Papinha carne, legumes, arroz e gema",72.7,7.6,3.0,3.87,,False
84,Papinha frutas sortidas -Nestlé Haby®,91.6,21.81,0.32,0.39,,False
85,"Papinha frutas sortidas, mel e farinha I",3.2,23.68,0.39,1.29,,False
85,"Papinha galinha, legumes e hortaliças",92.6,8.2,4.67,4.4,,False
85,"Papinha galinha, legumes e macarrão",92.6,9.07,4.4,4.2,,False
85,Papinha maçã -Nestlé Baby®,81.3,19.48,0.32,0.19,,False
85,Papinha maçã e banana -Nestlé Baby®,84.5,20.0,13.0,0.59,,False
85,Papinha maçã e laranja -Nestlé Baby®,92.2,22.52,0.13,0.19,,False
85,"Papinha maçã, cereais e mel -Nestlé",76.7,18.39,0.19,0.39,,False
85,Papinha pedaço banana e aveia -Nestlé,82.3,18.88,0.28,1.12,1.02,False
85,Papinha pedaço frutas sortidas -Nestlé,90.7,22.09,,,,False
85,Baby®,0.6,1.02,,,,False
85,Papinha pedaço maçã e banana -Nestlé,70.7,17.3,,0.42,,False
85,Papinha pêra-Nestlé Baby®,78.7,18.32,0.32,0.58,,False
85,Páprica,289.0,55.7,13.0,14.8,20.9,False
85,Pastel de carne,300.49,33.91,10.85,15.31,1.47,False
85,Pastel de pizza,276.88,33.39,10.56,11.44,1.49,False
85,"Pastel de queijo 291 ,29",39.7,9.28,,11.23,1.65,False
86,Pastel tipo especial,267.58,23.03,,15.89,0.97,False
86,Patê de presunto -Sadia®,253.0,2.5,23.0,9.0,0.2,False
86,Patê de ricota,237.19,2.97,22.41,6.85,0.12,False
86,Patinho (carne bovina crua),185.19,0.0,6.92,28.73,0.0,False
86,Pato (cru),1135.81,0.0,11.45,7.66,0.0,True
86,"Pato assado sem pele sem sal 20 I ,00",0.0,,,23.5,0.0,False
86,Pato assado sem sal,337.0,0.0,28.4,19.0,0.0,False
86,Pato no tucupi,303.16,3.1,25.48,14.8,0.44,False
86,Pavê de amendoim,324.86,24.41,23.33,6.4,1.16,False
86,"Pé de moleliUe 45 I ,23",72.65,17.36,4.21,6.15,1.47,False
86,Pé de moleque -bar,418.0,70.5,14.1,7.4,1.0,False
86,Peito de frango (cru),172.0,0.0,9.26,20.9,0.0,False
86,Peito de frango cru sem pele,110.0,0.0,1.25,23.1,0.0,False
86,Peito de peru (cru) I,5.31,0.0,0.99,24.1,0.0,False
87,Peito de peru defumado -Califórnia,93.1,,0.61,21.76,,False
87,Peixe espada (cozido),179.45,0.0,8.66,23.85,0.0,False
87,Peixe espada (cru),121.0,0.0,4.02,19.8,0.0,False
87,Pepino,13.0,2.77,0.13,0.69,0.68,False
87,Pêra,59.0,15.1,,0.39,2.4,False
87,Perna de cordeiro assado sem sal,191.0,0.0,7.75,28.3,0.0,False
87,Pernil assado com molho,132.85,2.41,4.94,18.73,0.56,False
87,Peru -Califórnia Sadia®,130.0,,3.2,19.7,,False
87,Peru assado sem pele sem sal,175.0,0.0,5.52,29.3,0.0,False
87,Peru inteiro cru com pele,145.0,0.0,6.9,20.6,0.0,False
87,Peru inteiro cru sem pele,107.0,,2.2,21.9,,False
87,Pescada (crua),217.38,7.87,11.29,20.04,0.44,False
87,Pescada frita,217.6,,11.3,20.06,0.44,False
87,Pêssego,43.0,11.1,0.09,0.7,1.8,False
87,Picadinho de carne com frutas,165.62,13.57,8.35,9.64,1.23,False
88,Picanha (crua),258.97,0.0,,28.9,0.0,False
88,Picanha sem capa de gordura (crua),195.98,0.0,6.8,31.6,0.0,False
88,Picles,14.0,3.1,0.2,0.7,0.4,False
88,Pimenta caiena 3 I,8.0,56.6,,12.0,25.0,False
88,Pimenta do reino em pó,255.0,64.8,3.26,10.9,26.5,False
88,t>imenta molho,14.1,1.6,0.58,0.59,0.57,False
88,Pimentão amarelo (cru),27.0,6.33,0.21,1.01,2.3,False
88,Pimentão verde (cozido),28.0,6.71,0.2,0.92,,False
88,Pimentão verde (cru),27.0,6.44,0.19,0.89,1.73,False
88,Pimentão vermelho (cozido),28.0,6.7,,0.92,1.2,False
88,Pimentão vermelho (cru),27.0,6.44,0.19,0.89,1.75,False
88,Pinga,231.0,,,,,False
88,Pingo O' ouro-Elma Chips®,497.0,6.0,,8.5,,False
88,Pinhão (cozido) I,70.5,5.8,,3.48,3.21,False
88,Pinhão (cru),568.0,,9.3,,,False
88,I,1.6,10.7,1.7,,,False
89,Pipoca,497.22,55.67,28.37,8.57,10.79,False
89,Pipoca doce industrializada,383.0,85.4,3.5,6.1,,False
89,Pipoca Poll'cts-Elma Chips®,545.5,,,5.64,,False
