page,name,kcal,carbs_g,fat_g,protein_g,fiber_g,suspect
115,Sundae calda de chocolate -Me,183.4,29.35,5.56,4.38,,False
115,Sundae calda de morango -Me,163.7,28.24,4.27,3.45,,False
115,Sundac de chocolate -Kibon®,238.6,31.4,9.6,3.6,,False
115,Sundac de morango -Kibon®,227.4,33.4,8.0,3.1,,False
115,Supligcn cm pó -Nestlé®,454.0,50.9,17.8,22.5,,False
115,Supligcn cm pó longa vida -Ncstlé®,127.0,14.2,5.0,6.3,,False
115,"Suquinho de frutas tropicais-Nestlé I 54,oo",12.4,0.1,,0.8,0.7,False
115,Suquinho de laranja-Nestlé Baby®,47.0,,0.7,0.8,,False
115,Suquinho de laranja e cenoura-Nestlé,40.0,9.1,0.1,0.7,0.6,False
115,Suquinho de maçã-Nestlé Baby®,54.0,13.5,,0.1,,False
115,Suquinho de pêra c abacaxi -Ncstlé,54.0,13.1,,0.3,0.6,False
115,Suquinho de uva -Nestlé Baby®,73.0,18.1,,0.2,0.6,False
115,Sushi de atum I,133.17,23.75,1.05,6.14,0.49,False
116,Sushi de salmão,128.52,23.75,0.81,5.57,0.49,False
116,Suspiro,257.72,61.88,0.03,4.17,0.19,False
116,Sustagem® qualquer sabor,390.0,65.0,3.5,23.5,,False
116,Taff Man-E-Yakult® I,65.4,,,,,False
116,Tamarindo,239.0,62.5,0.6,2.81,5.1,False
116,Tapioca (com queijo e coco ralado),430.53,62.2,18.94,7.58,4.37,False
116,"Tapioca seca 341, 00",88.7,,0.01,0.19,0.7,False
116,Tempero cm pasta alho e sal -Tempera I,0.0,1.9,,0.6,,False
116,Tempero cm pasta completo com,26.0,4.9,0.2,1.1,,False
116,Tempero em pasta completo sem,37.0,5.9,0.6,,,False
116,pimenta -Tempera Tudo Maggi®,2.1,,,,,False
116,Tempero em pó completo com,129.0,13.8,7.3,,,False
116,pimenta-Tempera Tudo Maggi®,2.1,,,,,False
116,Tempero em pó completo sem,105.0,12.4,5.3,1.9,,False
116,"Tempero em pó sal, alho e salsa",160.0,16.6,10.2,0.4,,False
116,Tempero Fondor -Maggi®,154.0,14.2,3.7,15.9,,False
116,Tempero grill -Maggi®,157.0,16.2,3.2,15.8,,False
117,Tempero refoga tudo alho -Maggi®,263.0,,0.7,4.0,,False
117,Tempero refoga tudo cebola -Maggi®,298.0,12.8,26.4,2.4,,False
117,Tempero refoga tudo cebola e alho,297.0,15.1,25.9,0.8,,False
117,Tic Tac® menta,408.0,,2.0,,,False
117,Toddynho® I,0.0,15.0,2.5,3.0,,False
117,Tofu,73.0,0.7,4.2,8.1,0.3,False
117,Tomate,21.0,4.65,0.33,0.85,1.03,False
117,Tomate cereja,21.0,4.65,0.33,0.85,1.03,False
117,Tomate seco,799.42,84.45,53.38,8.58,10.41,False
117,Tomilho,276.0,63.9,7.43,9.11,18.6,False
117,Tomilho fresco,95.0,15.1,2.5,3.0,,False
117,Tonyu maçã-Yakult®,59.7,,0.26,1.49,,False
117,Toranja,39.0,9.5,0.3,0.7,0.4,False
117,'l'nt'tiUho tl1• niii'IIN l•'lhr·ntu~t •,350.0,74.4,0.6,,,False
117,1,16.0,,,,,False
118,Torrada de pão francês,428.2,85.16,2.4,14.12,4.19,False
118,Torrada glúten light- D'aosta® 3,17.0,56.2,0.8,19.3,,False
118,Torrada levemente salgada -Bi Tost®,388.0,74.2,5.2,11.1,,False
118,Torrada para canapé-Bauducco®,406.4,70.0,8.0,13.6,0.45,False
118,"Torta de banana -Me Donald's® 224, I 0",8.9,26.36,,0.457,,False
118,Torta de camarão -Findus Nestlé®,320.0,26.9,20.0,,,False
118,Torta de frango -Findus Nestlé®,329.0,25.6,21.0,8.9,,False
118,"Torta de limão 341, 02 50, 16",13.26,0.68,3.98,6.63,0.68,False
118,Torta de maçã-Me Donald's® 3,13.2,36.0,14.0,2.65,,False
118,"Torta de morango 2 I I ,38 24, 12",11.27,0.92,3.57,4.36,0.22,False
118,"Torta de sardinha 217, 12",13.99,14.48,7.11,7.95,1.57,False
118,Torta de sorvete brigadeiro-Kibon®,220.6,27.5,10.4,4.2,,False
118,Trigo para quibe,342.0,75.9,,12.3,18.3,False
118,"Trio aveia, banana e mel-Grain Mills®",360.0,75.6,4.0,6.0,2.8,False
119,"Trio cereais, morango e chocolate",352.0,64.0,8.4,5.6,2.4,False
119,"T.-io chocolate, cereais, avelã e",388.0,64.0,,8.0,3.2,False
119,Trufa de chocolate,468.49,5.0,,8.12,2.39,False
119,Truta (cozida),150.0,0.0,5.83,22.9,0.0,False
119,Truta (crua),150.3,0.0,5.84,22.95,0.0,False
119,Tuhaína,31.0,8.0,,,,False
119,Tutu à mineira,213.32,34.04,5.28,8.54,5.0,False
119,Uísque,250.0,0.1,0.0,0.0,0.0,False
119,Umbu,44.0,10.6,0.4,0.6,,False
119,lJva itália,71.0,17.8,0.58,0.66,0.6,False
119,Uva passa,300.0,,0.46,3.23,3.47,False
119,Vagem (cozida),35.0,7.9,0.28,1.9,3.2,False
119,Vagem (crua),31.0,7.15,0.12,1.83,3.4,False
119,Vagem fina enlatada-Bonduelle®,17.0,2.5,0.2,1.3,2.5,False
119,V ata pá,1126.0,9.4,6.2,8.5,0.5,True
120,Vermouth doce,153.0,11.8,0.0,0.2,0.0,False
120,Vermouth seco,120.0,5.5,0.0,0.1,0.0,False
120,Vinagre,14.0,5.91,0.0,0.0,0.0,False
120,Vinho branco seco,66.4,0.61,0.0,0.1,0.0,False
120,Vinho rosé,71.0,,0.4,0.2,0.0,False
120,Vinho tinto,72.0,,0.7,0.2,0.0,False
120,Virado à paulista,242.61,14.59,14.19,13.9,3.69,False
120,"Vitamina (mamão, maçã, banana, leite",66.78,11.24,1.88,1.99,0.84,False
120,Vitela assada,160.0,0.0,4.66,27.7,0.0,False
120,Vitela filé (cm),95.27,0.0,1.43,20.6,0.0,False
120,Xinxim de galinha,297.52,20.41,23.73,20.41,0.0,False
120,Yakult®,75.0,15.48,0.25,2.06,,False
