page,name,kcal,carbs_g,fat_g,protein_g,fiber_g,suspect,taco_match,taco_similarity
90,Pimentão vermelho (cozido),28.0,6.71,0.2,0.92,1.2,False,"Pimentão, vermelho, cru",0.5
91,Pipoca sem sal,513.86,57.53,29.32,8.86,11.15,False,"Pipoca, com óleo de soja, sem sal",0.5
91,Pitanga,33.0,7.5,0.4,0.8,0.8,False,"Pitanga, crua",0.5
92,Polpa de fruta acerola -Maisa®,30.6,6.95,,0.7,0.6,False,"Acerola, polpa, congelada",0.4
92,Polvilho,357.0,88.2,0.1,0.3,3.4,False,"Polvilho, doce",0.5
93,Pudim diet coco-Royal® (com leite,49.2,8.46,0.46,,,False,"Leite, de coco",0.4
93,Pudim diet coco-Royal® (com leite,74.6,8.38,3.23,,,False,"Leite, de coco",0.4
94,Pupunha,164.0,21.7,9.8,2.5,8.9,False,"Pupunha, cozida",0.5
94,"Queijo ""petit suisse"" cereal polpa maçã",80.6,8.67,3.67,,,False,"Queijo, petit suisse, morango",0.429
95,"Queijo ""petit suissc"" morango-Ninho I",57.0,,9.4,,,False,"Queijo, petit suisse, morango",0.429
95,"Queijo ""petit suissc"" morango-Petit I",59.0,20.76,5.1,,,False,"Queijo, petit suisse, morango",0.5
